id_cliente,edad,ingreso_mensual,nivel_educativo,ciudad,fecha_vinculacion,saldo_actual,cuotas_pagadas,cuotas_totales,estado_cuenta,score_externo
CLI-111100,47,0,Universitario,Villavicencio,2018-03-10,1405791,4,12,Al día,377.0
CLI-111101,18,0,Universitario,"Bogotá, Colombia",2020-07-26,1895496,8,18,Al día,543.0
CLI-111102,28,900000,Secundaria,MDL,2023-07-28,0,36,36,Cancelado,340.0
CLI-111103,47,901722,Secundaria,Manizales,2015-12-12,525918,10,12,Al día,461.0
CLI-111104,78,3179903,Universitario,Cucuta,2023-07-19,0,12,12,Cancelado,418.0
CLI-111105,65,2064035,Técnico,"Cartagena, Bolívar",2020-01-22,0,36,36,Cancelado,641.0
CLI-111106,65,0,Técnico,Bucaramanga,2015-11-21,4888187,2,18,Moroso,666.0
CLI-111107,43,2964666,Tecnólogo,"Villavicencio, Meta",2016-05-18,3038670,26,36,Al día,445.0
CLI-111108,62,0,Universitario,bucaramanga,2023-11-09,359851,15,18,Al día,688.0
CLI-111109,1,2231397,Secundaria,SANTA MARTA,2025-05-07,1281221,9,12,Al día,808.0
CLI-111110,45,1757185,Secundaria,B/quilla,2020-08-30,387118,5,6,Al día,667.0
CLI-111111,0,2735272,Secundaria,bucaramanga,2016-08-12,9504291,26,48,Al día,492.0
CLI-111112,2,9225706,Universitario,Bogotá D.C.,2020-11-29,1815967,1,6,Al día,391.0
CLI-111113,67,0,Secundaria,bogota,2019-02-06,1613225,20,24,Al día,606.0
CLI-111114,28,2937982,Universitario,"Manizales, Caldas",2023-04-23,5886360,25,48,Al día,769.0
CLI-111115,40,1428622,Secundaria,pereira,2023-12-21,0,36,36,Cancelado,420.0
CLI-111116,55,4634671,Universitario,BUCARAMANGA,2015-06-22,2223751,9,24,Al día,700.0
CLI-111117,31,0,Universitario,manizales,2017-12-17,2948261,17,36,Al día,614.0
CLI-111118,79,0,Universitario,Ibague,2022-11-03,3063715,2,12,Al día,780.0
CLI-111119,53,4818518,Tecnólogo,"Villavicencio, Meta",2016-01-28,2247580,5,12,Al día,
CLI-111120,74,2394546,Tecnólogo,"Cali, Valle",2024-07-01,0,48,48,Cancelado,670.0
CLI-111121,67,4091465,Técnico,IBAGUÉ,2020-04-22,3936882,7,24,Al día,362.0
CLI-111122,59,6785854,Universitario,BARRANQUILLA,2021-03-27,0,36,36,Cancelado,556.0
CLI-111123,75,0,Secundaria,VILLAVICENCIO,2015-06-30,2440557,12,18,Al día,770.0
CLI-111124,27,5427414,Universitario,SANTA MARTA,2017-10-27,4003554,1,12,Al día,548.0
CLI-111125,37,900000,Primaria,"Barranquilla, Atlántico",2016-05-27,745379,10,12,Al día,388.0
CLI-111126,58,3448277,Técnico,Barranqilla,2015-07-03,1588531,32,36,Al día,788.0
CLI-111127,52,1476289,Técnico,bogota,2018-09-20,8127905,29,48,Al día,723.0
CLI-111128,23,0,Universitario,BGA,2021-01-21,955377,15,18,Al día,352.0
CLI-111129,39,5093910,Universitario,SMR,2016-08-28,6485252,5,24,Al día,818.0
CLI-111130,63,1936916,Secundaria,San José de Cúcuta,2017-07-05,757677,21,24,Al día,816.0
CLI-111131,35,5904151,Posgrado,"Medellín, Colombia",2022-12-14,7685557,16,36,Al día,603.0
CLI-111132,0,4082061,Técnico,Cucuta,2020-11-14,2059847,1,6,Al día,600.0
CLI-111133,51,2218532,Universitario,B/quilla,2015-10-02,0,6,6,Cancelado,571.0
CLI-111134,55,4027645,Técnico,SMR,2023-01-20,1984164,1,6,Al día,766.0
CLI-111135,34,2745735,Técnico,ibague,2022-01-05,1609791,29,36,Al día,593.0
CLI-111136,0,900000,Técnico,BARRANQUILLA,2025-04-02,17344892,11,48,Moroso,
CLI-111137,34,1623789,Secundaria,"Cali, Valle",2016-12-28,3574586,10,18,Al día,571.0
CLI-111138,36,1369842,Universitario,"Medellín, Colombia",2018-08-26,0,6,6,Cancelado,577.0
CLI-111139,24,1817720,Secundaria,"Cartagena, Bolívar",2022-01-12,0,48,48,Cancelado,734.0
CLI-111140,33,900000,Secundaria,Ibagué,2015-08-20,0,24,24,Cancelado,756.0
CLI-111141,38,1507453,Tecnólogo,PEREIRA,2019-10-27,1795271,7,12,Al día,439.0
CLI-111142,67,3378125,Tecnólogo,VILLAVICENCIO,2024-08-12,0,6,6,Cancelado,421.0
CLI-111143,55,3283237,Tecnólogo,Cartagena de Indias,2025-03-28,3641564,3,12,Al día,
CLI-111144,37,0,Primaria,"Santa Marta, Magdalena",2021-04-24,4948646,17,36,Al día,621.0
CLI-111145,3,4564431,Universitario,pereira,2023-03-18,2668284,7,24,Al día,651.0
CLI-111146,2,1962837,Técnico,"Santa Marta, Magdalena",2017-07-21,9689776,7,24,Moroso,
CLI-111147,30,4165827,Técnico,Cucuta,2016-08-05,9133404,9,36,Al día,
CLI-111148,75,0,Tecnólogo,CALI,2019-10-15,2638128,3,12,Al día,493.0
CLI-111149,76,2327175,Técnico,PEREIRA,2020-06-29,564316,13,18,Al día,511.0
CLI-111150,33,0,Universitario,ibague,2016-04-04,2554544,4,18,Al día,336.0
CLI-111151,60,1356121,Secundaria,MZL,2016-01-19,2164252,7,12,Al día,730.0
CLI-111152,45,1213054,Primaria,PEREIRA,2015-12-27,0,6,6,Cancelado,838.0
CLI-111153,31,7107958,Universitario,Cali,2022-12-17,1621705,41,48,Al día,612.0
CLI-111154,20,1962862,Secundaria,bucaramanga,2020-07-21,0,36,36,Cancelado,441.0
CLI-111155,69,3156489,Técnico,BAQ,2015-07-23,3900105,9,18,Al día,741.0
CLI-111156,77,4813598,Universitario,Medellín,2025-06-07,891722,14,24,Al día,
CLI-111157,70,4832723,Universitario,IBAGUÉ,2018-03-02,10626085,18,48,Al día,619.0
CLI-111158,41,1329134,Secundaria,"Barranquilla, Atlántico",2016-12-18,0,6,6,Cancelado,734.0
CLI-111159,76,4159936,Tecnólogo,BOGOTÁ,2024-02-13,0,12,12,Cancelado,
CLI-111160,77,3200546,Universitario,SANTA MARTA,2023-01-12,3399636,3,18,Al día,315.0
CLI-111161,56,0,Secundaria,ibague,2016-01-23,1605506,19,36,Al día,596.0
CLI-111162,47,0,Secundaria,Medellín,2024-02-10,10561701,16,48,Moroso,721.0
CLI-111163,30,1076428,Primaria,BAQ,2015-01-07,2967594,3,18,Al día,425.0
CLI-111164,78,2931681,Tecnólogo,IBAGUÉ,2024-06-10,9196851,3,24,Moroso,542.0
CLI-111165,35,3768150,Tecnólogo,San José de Cúcuta,2020-07-31,0,36,36,Cancelado,620.0
CLI-111166,21,2007129,Universitario,MANIZALES,2025-05-28,0,18,18,Cancelado,633.0
CLI-111167,56,1122380,Primaria,MEDELLÍN,2022-06-23,0,24,24,Cancelado,621.0
CLI-111168,47,16495395,Posgrado,Ibague,2024-08-22,2003164,18,24,Al día,551.0
CLI-111169,75,0,Primaria,medellín,2023-09-18,808081,9,12,Al día,778.0
CLI-111170,1,5620237,Universitario,MZL,2015-12-07,2620944,10,18,Al día,368.0
CLI-111171,33,5062580,Tecnólogo,MDL,2020-04-14,0,24,24,Cancelado,706.0
CLI-111172,69,6385387,Universitario,Villavicencio,2016-04-02,1750405,7,18,Al día,827.0
CLI-111173,66,0,Secundaria,"Cali, Valle",2022-11-12,12311316,8,36,Al día,759.0
CLI-111174,51,0,Tecnólogo,santa marta,2022-03-02,3759238,1,12,Al día,572.0
CLI-111175,34,4877932,Universitario,Bta,2017-02-03,2355070,2,6,Moroso,
CLI-111176,74,2117651,Secundaria,Villavo,2022-04-06,3221181,33,48,Al día,526.0
CLI-111177,29,0,Técnico,Barranquilla,2025-03-08,1163444,7,12,Al día,488.0
CLI-111178,52,2411034,Universitario,"Bucaramanga, Santander",2017-07-24,1345548,2,6,Al día,787.0
CLI-111179,75,1672220,Tecnólogo,MANIZALES,2024-04-10,5806975,4,18,Al día,651.0
CLI-111180,18,1507812,Primaria,B/quilla,2018-08-26,1215553,20,24,Al día,367.0
CLI-111181,70,1094607,Secundaria,Cúcuta,2020-12-14,0,12,12,Cancelado,323.0
CLI-111182,26,2026771,Técnico,Pereira,2017-02-13,2034859,1,6,Moroso,584.0
CLI-111183,66,1388657,Secundaria,"Ibagué, Tolima",2024-12-28,2166255,15,24,Al día,569.0
CLI-111184,55,0,Tecnólogo,cartagena,2016-07-03,4386683,0,12,Moroso,
CLI-111185,59,0,Secundaria,CÚCUTA,2017-05-07,2081788,6,18,Al día,703.0
CLI-111186,67,6147266,Posgrado,BUCARAMANGA,2020-04-17,732174,4,6,Al día,771.0
CLI-111187,30,6524007,Posgrado,Santa Marta,2024-10-11,3105647,10,18,Al día,686.0
CLI-111188,34,900000,Secundaria,PEI,2024-05-21,1339937,43,48,Al día,391.0
CLI-111189,41,0,Técnico,San José de Cúcuta,2016-06-25,4733102,5,36,Al día,643.0
CLI-111190,37,0,Tecnólogo,"Ibagué, Tolima",2024-09-02,7269639,27,48,Al día,830.0
CLI-111191,26,6367472,Universitario,Manizales,2021-01-02,337122,9,12,Al día,743.0
CLI-111192,69,0,Secundaria,villavicencio,2016-07-04,3697478,14,24,Al día,397.0
CLI-111193,22,0,Técnico,medellín,2017-07-25,1818292,41,48,Al día,543.0
CLI-111194,39,0,Universitario,MZL,2017-06-05,10568476,3,36,Moroso,552.0
CLI-111195,72,2533272,Técnico,Santa Marta,2024-12-27,937056,2,6,Al día,720.0
CLI-111196,68,9278782,Posgrado,SMR,2021-08-26,0,18,18,Cancelado,514.0
CLI-111197,44,3214202,Tecnólogo,Manizales,2018-01-29,4938402,12,48,Al día,
CLI-111198,39,0,Universitario,Med.,2015-05-08,503108,19,24,Al día,495.0
CLI-111199,49,8644980,Posgrado,Medellín,2015-11-08,0,48,48,Cancelado,
CLI-111200,45,2043107,Secundaria,Bta,2017-02-01,705572,6,12,Al día,342.0
CLI-111201,43,6641268,Posgrado,manizales,2021-12-23,1310826,9,24,Al día,420.0
CLI-111202,3,1591135,Primaria,Barranqilla,2019-01-25,270584,9,12,Al día,535.0
CLI-111203,3,9941634,Posgrado,VILLAVICENCIO,2020-11-08,618575,2,6,Al día,525.0
CLI-111204,63,0,Secundaria,cucuta,2024-09-24,6047985,9,48,Al día,407.0
CLI-111205,47,0,Tecnólogo,"Manizales, Caldas",2019-08-19,4784246,20,36,Al día,727.0
CLI-111206,59,3109082,Técnico,MEDELLÍN,2018-09-11,1458750,10,18,Al día,669.0
CLI-111207,33,0,Universitario,MANIZALES,2023-03-29,1808007,27,48,Al día,550.0
CLI-111208,27,9224494,Posgrado,bucaramanga,2020-04-25,0,6,6,Cancelado,388.0
CLI-111209,44,2082524,Secundaria,Villavicencio,2024-04-26,0,18,18,Cancelado,633.0
CLI-111210,59,2678163,Técnico,BARRANQUILLA,2023-01-09,18718931,7,48,Moroso,
CLI-111211,34,4941938,Universitario,PEI,2016-07-09,0,48,48,Cancelado,580.0
CLI-111212,78,0,Técnico,ibague,2019-01-16,1893093,13,12,Al día,843.0
CLI-111213,36,2578618,Tecnólogo,MZL,2019-06-29,0,36,36,Cancelado,361.0
CLI-111214,44,3013589,Tecnólogo,Ibague,2017-03-13,0,12,12,Cancelado,484.0
CLI-111215,45,0,Tecnólogo,cucuta,2019-01-10,2361448,6,18,Al día,363.0
CLI-111216,57,4671495,Universitario,ibague,2018-11-10,0,24,24,Cancelado,509.0
CLI-111217,25,1757633,Técnico,pereira,2018-02-19,0,6,6,Cancelado,777.0
CLI-111218,39,7464767,Universitario,medellín,2015-02-02,761602,14,18,Al día,451.0
CLI-111219,41,1535654,Universitario,Bucaramanga,2015-01-22,7047503,7,24,Al día,416.0
CLI-111220,23,4221986,Tecnólogo,Bogotá,2018-07-09,5442175,33,48,Al día,415.0
CLI-111221,3,0,Universitario,"Santa Marta, Magdalena",2015-11-09,7800069,15,48,Al día,312.0
CLI-111222,58,3881696,Universitario,SANTA MARTA,2024-03-28,997346,8,12,Al día,
CLI-111223,44,4146140,Universitario,cartagena,2021-06-23,2382592,30,36,Al día,507.0
CLI-111224,61,1281715,Primaria,"Medellín, Colombia",2023-08-23,708519,12,18,Al día,766.0
CLI-111225,47,1847646,Secundaria,Sta Marta,2024-09-29,0,48,48,Cancelado,831.0
CLI-111226,3,0,Técnico,"Villavicencio, Meta",2021-10-09,7151458,9,36,Al día,404.0
CLI-111227,31,1749876,Secundaria,BOG,2024-09-09,4228251,12,24,Al día,716.0
CLI-111228,59,6225018,Universitario,Villavo,2016-10-24,2351950,9,24,Al día,354.0
CLI-111229,31,3335206,Tecnólogo,Santa Marta,2016-01-24,6619566,8,24,Al día,743.0
CLI-111230,51,1498923,Técnico,CÚCUTA,2023-07-22,0,18,18,Cancelado,340.0
CLI-111231,36,0,Técnico,B/quilla,2023-07-29,708303,17,24,Al día,515.0
CLI-111232,69,0,Técnico,Villavo,2024-05-16,2378072,10,36,Al día,691.0
CLI-111233,64,0,Universitario,Villavicencio,2021-06-14,6799668,8,24,Moroso,333.0
CLI-111234,26,1469401,Secundaria,Bogotá,2018-02-21,0,36,36,Cancelado,628.0
CLI-111235,41,1288577,Tecnólogo,Medellin,2020-05-06,0,6,6,Cancelado,720.0
CLI-111236,72,0,Secundaria,CÚCUTA,2025-04-16,1344650,13,18,Al día,579.0
CLI-111237,63,0,Tecnólogo,Ibagué,2025-02-20,6960386,11,48,Al día,328.0
CLI-111238,49,1543442,Secundaria,cali,2021-08-24,5099443,19,36,Al día,641.0
CLI-111239,71,0,Universitario,B/manga,2019-08-07,4955760,26,48,Al día,679.0
CLI-111240,53,900000,Técnico,"Villavicencio, Meta",2025-06-09,984220,1,6,Al día,757.0
CLI-111241,61,0,Universitario,manizales,2025-04-12,3209087,4,24,Al día,542.0
CLI-111242,72,1310794,Secundaria,"Santa Marta, Magdalena",2021-06-22,2162505,4,12,Al día,747.0
CLI-111243,78,0,Universitario,MZL,2017-12-30,3938975,4,24,Al día,781.0
CLI-111244,58,5225690,Universitario,villavicencio,2024-10-18,590357,2,6,Al día,783.0
CLI-111245,65,0,Universitario,B/quilla,2017-12-23,7573992,19,36,Al día,813.0
CLI-111246,22,3287246,Universitario,SANTA MARTA,2023-01-16,2425848,0,6,Moroso,620.0
CLI-111247,45,2655647,Secundaria,villavicencio,2017-11-01,804695,4,6,Al día,579.0
CLI-111248,45,2288804,Técnico,Cartagena de Indias,2018-01-07,855490,3,6,Al día,394.0
CLI-111249,51,3089963,Técnico,"Santa Marta, Magdalena",2024-08-07,3159117,38,48,Al día,621.0
CLI-111250,74,900000,Primaria,ibague,2022-07-04,9332509,14,48,Moroso,756.0
CLI-111251,18,6731806,Posgrado,B/manga,2022-10-03,4925636,24,36,Al día,434.0
CLI-111252,69,2907305,Tecnólogo,Ibagué,2023-03-04,716962,4,6,Al día,478.0
CLI-111253,38,4605716,Universitario,"Cali, Colombia",2017-09-04,0,6,6,Cancelado,659.0
CLI-111254,78,2291138,Secundaria,BUCARAMANGA,2016-06-12,986853,3,6,Al día,800.0
CLI-111255,51,0,Universitario,CARTAGENA,2020-04-25,4995723,24,48,Al día,776.0
CLI-111256,35,2648104,Tecnólogo,"Medellín, Colombia",2020-09-21,2142652,17,24,Al día,786.0
CLI-111257,69,2704853,Técnico,medellín,2018-02-13,8545776,13,48,Al día,323.0
CLI-111258,59,6237075,Posgrado,santa marta,2016-09-02,539534,3,6,Al día,307.0
CLI-111259,59,3388066,Técnico,Medellin,2018-05-18,1886620,7,18,Al día,776.0
CLI-111260,67,1238483,Primaria,B/manga,2017-06-04,0,48,48,Cancelado,723.0
CLI-111261,42,0,Universitario,barranquilla,2023-01-15,22276502,0,36,Moroso,
CLI-111262,36,1362938,Tecnólogo,Villavicencio,2024-12-09,2146367,7,12,Al día,690.0
CLI-111263,58,1214002,Primaria,"Medellín, Colombia",2024-07-26,2237575,13,6,Al día,442.0
CLI-111264,79,7485037,Posgrado,Ibague,2022-02-07,2838576,4,18,Al día,305.0
CLI-111265,66,2126403,Secundaria,IBAGUÉ,2015-12-01,9974570,51,48,Moroso,834.0
CLI-111266,2,7711193,Posgrado,CÚCUTA,2016-11-09,2047559,19,36,Al día,557.0
CLI-111267,59,3917788,Universitario,Villavo,2015-09-30,2992108,3,24,Al día,480.0
CLI-111268,0,2316299,Universitario,CARTAGENA,2017-12-16,6971253,20,48,Al día,778.0
CLI-111269,45,0,Tecnólogo,SANTA MARTA,2022-10-28,1318684,27,36,Al día,587.0
CLI-111270,48,1590150,Tecnólogo,IBAGUÉ,2017-03-22,4014926,39,48,Al día,
CLI-111271,36,2841150,Técnico,manizales,2022-07-23,2090532,12,36,Al día,634.0
CLI-111272,25,1726064,Técnico,BUCARAMANGA,2020-10-23,675168,2,6,Al día,509.0
CLI-111273,57,6811901,Universitario,Manizales,2017-11-21,0,48,48,Cancelado,434.0
CLI-111274,21,1552801,Primaria,medellin,2016-05-22,4078410,10,24,Al día,750.0
CLI-111275,3,0,Secundaria,"Pereira, Risaralda",2018-08-25,2806239,4,24,Al día,739.0
CLI-111276,60,5051130,Universitario,villavicencio,2020-10-20,3728051,6,36,Al día,671.0
CLI-111277,21,9523520,Posgrado,MDL,2017-12-09,9166013,4,18,Moroso,
CLI-111278,35,4572973,Universitario,Manizales,2022-10-19,1616578,1,6,Al día,580.0
CLI-111279,33,1924586,Secundaria,IBAGUÉ,2022-07-29,7011260,2,18,Al día,638.0
CLI-111280,67,0,Universitario,"Medellín, Colombia",2015-05-19,1862398,1,6,Al día,550.0
CLI-111281,71,3206851,Tecnólogo,Medellín,2018-08-01,5945717,3,12,Moroso,614.0
CLI-111282,63,0,Universitario,Villavicencio,2019-08-30,1995378,3,18,Al día,554.0
CLI-111283,58,0,Tecnólogo,San José de Cúcuta,2017-06-01,480081,9,12,Al día,460.0
CLI-111284,1,0,Tecnólogo,bogota,2021-08-17,13944108,10,48,Al día,588.0
CLI-111285,67,1928267,Secundaria,medellín,2024-06-06,1329614,12,18,Al día,327.0
CLI-111286,40,3008280,Técnico,Cartagena de Indias,2021-06-24,0,18,18,Cancelado,602.0
CLI-111287,18,1376710,Tecnólogo,Medellín,2022-05-15,982920,14,24,Al día,653.0
CLI-111288,36,2063038,Técnico,"Manizales, Caldas",2019-05-03,1825938,2,12,Al día,484.0
CLI-111289,51,3700799,Técnico,VILLAVICENCIO,2020-11-24,4862893,35,48,Al día,690.0
CLI-111290,0,1917424,Secundaria,MDL,2021-02-23,1667210,10,18,Al día,400.0
CLI-111291,2,2270601,Tecnólogo,cucuta,2018-05-10,4413403,8,24,Al día,353.0
CLI-111292,35,1823052,Técnico,CARTAGENA,2016-06-06,0,12,12,Cancelado,692.0
CLI-111293,66,2513923,Técnico,ibague,2015-01-23,1188236,27,36,Al día,724.0
CLI-111294,60,3522070,Universitario,"Barranquilla, Atlántico",2015-08-04,6549091,21,36,Al día,513.0
CLI-111295,53,0,Secundaria,PEI,2020-06-21,440503,5,6,Al día,421.0
CLI-111296,71,6876901,Posgrado,BOGOTÁ,2022-06-01,1298227,42,48,Al día,604.0
CLI-111297,18,2984927,Tecnólogo,Bta,2023-03-27,1864266,18,36,Al día,470.0
CLI-111298,18,0,Secundaria,B/manga,2019-01-04,1617802,7,12,Al día,816.0
CLI-111299,36,0,Secundaria,B/quilla,2022-07-23,4414312,9,36,Al día,702.0
CLI-111300,77,3175450,Técnico,Bucaramanga,2018-05-15,4361693,9,24,Al día,510.0
CLI-111301,69,1951642,Técnico,IBAGUÉ,2021-03-18,1956894,25,36,Al día,483.0
CLI-111302,25,3850337,Posgrado,BOGOTÁ,2016-12-15,7901300,10,36,Al día,311.0
CLI-111303,57,1947961,Secundaria,MZL,2017-12-09,4059900,15,36,Al día,647.0
CLI-111304,21,4734158,Universitario,Cartagena de Indias,2021-08-05,0,18,18,Cancelado,634.0
CLI-111305,54,0,Universitario,"Bucaramanga, Santander",2015-03-28,16853964,1,36,Moroso,786.0
CLI-111306,73,0,Secundaria,"Villavicencio, Meta",2017-07-17,2346063,4,12,Al día,480.0
CLI-111307,1,0,Secundaria,"Medellín, Colombia",2023-09-09,828670,3,6,Al día,719.0
CLI-111308,57,2196146,Técnico,SMR,2015-12-08,9647528,24,48,Al día,749.0
CLI-111309,35,1226448,Primaria,"Manizales, Caldas",2016-10-20,6319474,30,48,Al día,670.0
CLI-111310,53,2407330,Técnico,cartagena,2019-11-03,0,12,12,Cancelado,625.0
CLI-111311,1,0,Universitario,Bogota,2018-02-01,765480,4,6,Al día,603.0
CLI-111312,27,3366326,Tecnólogo,Barranquilla,2021-11-27,0,6,6,Cancelado,489.0
CLI-111313,0,0,Universitario,CALI,2022-03-18,5931848,0,24,Moroso,
CLI-111314,68,0,Universitario,"Santa Marta, Magdalena",2017-10-22,10922398,19,48,Moroso,691.0
CLI-111315,0,0,Universitario,bucaramanga,2015-02-11,12439273,5,36,Al día,802.0
CLI-111316,78,1780805,Universitario,Cartagena,2017-01-09,0,18,18,Cancelado,523.0
CLI-111317,62,0,Universitario,cucuta,2017-12-03,1758703,7,12,Al día,786.0
CLI-111318,62,2925080,Tecnólogo,Pereira,2021-11-02,2028928,3,12,Al día,
CLI-111319,63,1605859,Secundaria,Ibagué,2017-06-28,0,36,36,Cancelado,790.0
CLI-111320,36,5464537,Universitario,"Bogotá, Colombia",2015-07-08,3876372,2,18,Moroso,635.0
CLI-111321,67,6205312,Universitario,Bogotá,2022-11-28,1386308,2,6,Al día,552.0
CLI-111322,18,3592902,Tecnólogo,medellín,2018-08-28,1643869,4,12,Al día,611.0
CLI-111323,55,2752973,Técnico,medellin,2022-03-20,1540903,7,12,Al día,401.0
CLI-111324,41,2907717,Técnico,"Manizales, Caldas",2017-08-19,9321860,3,18,Moroso,527.0
CLI-111325,37,1818078,Técnico,Cúcuta,2025-01-09,2614203,17,24,Al día,593.0
CLI-111326,27,1771880,Tecnólogo,"Medellín, Colombia",2023-07-05,1881110,8,24,Al día,769.0
CLI-111327,22,3650735,Universitario,cali,2016-09-28,1968697,5,12,Al día,793.0
CLI-111328,32,10758456,Posgrado,Med.,2015-10-10,6000496,34,48,Al día,366.0
CLI-111329,40,0,Técnico,ibague,2020-03-20,1167267,2,6,Al día,524.0
CLI-111330,65,1612260,Secundaria,Villavicencio,2019-05-31,0,12,12,Cancelado,
CLI-111331,45,8875004,Universitario,pereira,2018-12-29,1234041,7,12,Al día,674.0
CLI-111332,79,4080219,Universitario,Cúcuta,2025-04-15,3930659,26,36,Al día,757.0
CLI-111333,61,2132071,Tecnólogo,ibague,2020-03-12,4173656,8,18,Al día,569.0
CLI-111334,72,0,Universitario,Medellín,2018-08-27,16908791,2,36,Moroso,
CLI-111335,45,2387096,Universitario,ibague,2017-08-23,0,6,6,Cancelado,712.0
CLI-111336,73,1202753,Secundaria,San José de Cúcuta,2025-01-10,0,6,6,Cancelado,799.0
CLI-111337,30,2974920,Técnico,Cúcuta,2015-12-01,808841,20,24,Al día,788.0
CLI-111338,29,1749251,Tecnólogo,"Medellín, Colombia",2021-06-01,2625612,12,18,Al día,675.0
CLI-111339,19,0,Secundaria,CÚCUTA,2025-04-15,4879985,24,48,Al día,440.0
CLI-111340,19,0,Primaria,Bogotá D.C.,2020-04-09,10939288,39,36,Al día,594.0
CLI-111341,70,0,Técnico,villavicencio,2015-12-28,8012642,20,48,Al día,644.0
CLI-111342,44,0,Secundaria,Cucuta,2017-09-25,1580905,13,18,Al día,575.0
CLI-111343,57,1052180,Secundaria,CALI,2015-01-30,564782,2,6,Al día,737.0
CLI-111344,52,2951173,Universitario,Med.,2017-06-14,0,18,18,Cancelado,338.0
CLI-111345,60,5111504,Universitario,PEI,2022-05-11,3521495,24,36,Al día,739.0
CLI-111346,18,3466633,Tecnólogo,Cúcuta,2021-12-05,0,36,36,Cancelado,560.0
CLI-111347,26,0,Secundaria,"Cali, Valle",2022-10-02,375594,2,6,Al día,593.0
CLI-111348,31,0,Tecnólogo,Bogotá D.C.,2021-06-12,4957209,4,18,Al día,304.0
CLI-111349,50,0,Tecnólogo,SANTA MARTA,2020-03-23,2518588,25,48,Al día,463.0
CLI-111350,79,0,Universitario,"Cartagena, Bolívar",2021-07-19,12758418,5,36,Al día,330.0
CLI-111351,66,0,Tecnólogo,CAL,2018-10-08,727889,2,6,Al día,666.0
CLI-111352,46,0,Secundaria,Bucaramanga,2017-04-17,5326613,20,36,Al día,509.0
CLI-111353,36,4580583,Universitario,SANTA MARTA,2017-02-08,0,36,36,Cancelado,551.0
CLI-111354,26,3253233,Secundaria,BGA,2021-10-11,2383534,8,18,Al día,768.0
CLI-111355,49,3081671,Técnico,CARTAGENA,2018-10-07,1349699,2,6,Al día,310.0
CLI-111356,34,0,Secundaria,Bogota,2019-01-01,1783713,14,18,Al día,818.0
CLI-111357,60,0,Técnico,Villavo,2025-01-24,3253216,5,18,Al día,534.0
CLI-111358,32,4765660,Universitario,"Pereira, Risaralda",2018-11-17,1586045,4,12,Al día,345.0
CLI-111359,19,2320005,Tecnólogo,Cartagena de Indias,2020-10-15,1782180,2,6,Moroso,
CLI-111360,42,0,Universitario,San José de Cúcuta,2020-05-02,16115134,16,48,Moroso,357.0
CLI-111361,56,1788660,Secundaria,Villavicencio,2024-07-13,1460815,2,6,Al día,526.0
CLI-111362,46,900000,Tecnólogo,bogota,2024-03-01,5603002,39,36,Al día,634.0
CLI-111363,70,7029587,Universitario,Barranqilla,2019-11-29,4733815,6,18,Al día,662.0
CLI-111364,23,0,Universitario,Medellin,2021-06-21,2106544,41,48,Al día,465.0
CLI-111365,22,0,Técnico,barranquilla,2020-05-26,3393152,37,48,Al día,
CLI-111366,23,0,Secundaria,SANTA MARTA,2015-09-22,2791533,27,48,Al día,705.0
CLI-111367,63,0,Secundaria,bogota,2015-02-11,1607345,13,18,Al día,813.0
CLI-111368,70,1433082,Tecnólogo,Cartagena de Indias,2020-10-27,2372265,17,24,Al día,520.0
CLI-111369,45,3411887,Técnico,cucuta,2021-01-11,1301767,9,12,Al día,691.0
CLI-111370,33,4504073,Tecnólogo,BOGOTÁ,2019-04-07,0,24,24,Cancelado,736.0
CLI-111371,24,2733735,Universitario,Bta,2020-10-01,0,24,24,Cancelado,352.0
CLI-111372,21,0,Secundaria,PEI,2021-06-03,1877616,17,24,Al día,772.0
CLI-111373,30,9507997,Universitario,Cartagena,2021-12-10,1717335,34,48,Al día,325.0
CLI-111374,41,4954748,Universitario,Bogota,2017-08-09,844670,3,6,Al día,560.0
CLI-111375,21,4467148,Universitario,Cartagena,2019-03-26,0,12,12,Cancelado,333.0
CLI-111376,30,2722526,Técnico,Manizales,2017-09-11,12033605,1,24,Moroso,
CLI-111377,26,1334553,Primaria,MEDELLÍN,2021-01-31,4987940,21,36,Al día,625.0
CLI-111378,45,3133497,Tecnólogo,PEI,2015-06-01,1182454,14,18,Al día,392.0
CLI-111379,21,1933647,Primaria,PEREIRA,2023-08-26,9117166,22,48,Al día,623.0
CLI-111380,30,2039008,Tecnólogo,Bogota,2016-06-24,0,12,12,Cancelado,676.0
CLI-111381,56,3705634,Tecnólogo,Bta,2016-08-15,0,36,36,Cancelado,377.0
CLI-111382,44,0,Tecnólogo,manizales,2017-03-25,5014106,6,24,Al día,731.0
CLI-111383,60,0,Secundaria,Cartagena de Indias,2020-10-22,3036063,6,18,Al día,337.0
CLI-111384,22,3262063,Técnico,VILLAVICENCIO,2017-04-13,0,6,6,Cancelado,688.0
CLI-111385,76,2479703,Técnico,BUCARAMANGA,2022-12-26,780757,40,48,Al día,518.0
CLI-111386,38,0,Secundaria,Bogotá,2021-07-28,345450,10,12,Al día,682.0
CLI-111387,49,5662243,Posgrado,Bogota,2022-09-17,2270733,28,36,Al día,491.0
CLI-111388,54,0,Posgrado,bucaramanga,2021-08-26,9960652,9,24,Moroso,
